date,max_temperature,avg_temperature,min_temperature,max_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_wind_speed,min_wind_speed,max_visibility,avg_visibility,min_visibility,precipitation,rain,snow
2021-03-29,-1.8,-6.2,-10.6,85,63,41,-4.8,-10.7,-16.5,65,41.5,18,64400,33000,1600,0.8,0,0.8
2021-03-28,14.5,6.15,-2.2,90,57,24,-3,-4.9,-6.8,50,26,2,64400,33000,1600,1.4,0,1
2021-03-27,12.9,4.95,-3,90,58,26,-2.4,-4.7,-6.9,26,15.5,5,64400,36250,8100,0,0,0
2021-03-26,2.5,-1.29,-5.1,93,79,65,-2.2,-4,-5.9,20,11,2,32200,17300,2400,1.4,0,2.2
2021-03-25,-2,-3.9,-5.8,94,84.5,75,-3.1,-5.1,-7.1,28,16,4,16100,8650,1200,1.7,0,2.8
2021-03-24,9.1,3.65,-1.8,95,61,27,-0.5,-5.3,-10.1,40,24,8,64400,33000,1600,1.8,0,3.8
2021-03-23,5.4,0.15,-5.1,85,58,31,-5.2,-8,-10.7,26,13.5,1,64400,36250,8100,0,0,0
2021-03-22,6.8,2.25,-2.3,91,58.5,26,-2.3,-7.5,-12.6,32,23,14,64400,34200,4000,0,0,0
2021-03-21,7.6,2.15,-3.3,79,54,29,-5.5,-10.1,-14.6,39,21.5,4,64400,37850,11300,0,0,0
2021-03-20,10.6,4.09,-2.4,74,45,16,-4.7,-9.8,-14.8,45,24.5,4,64400,40250,16100,0,0,0
2021-03-19,14.7,8.4,2.1,56,34.5,13,-2.8,-8.2,-13.6,37,19,1,64400,44250,24100,0,0,0
2021-03-18,17,6.85,-3.3,62,40,18,-5.8,-7.6,-9.4,22,12.5,3,64400,44250,24100,0,0,0
2021-03-17,12.7,2.99,-6.7,76,49,22,-5.4,-7.5,-9.7,28,14.5,1,64400,44250,24100,0,0,0
2021-03-16,9.1,1.4,-6.3,77,52,27,-6.1,-7.9,-9.7,19,10,1,64400,44250,24100,0,0,0
2021-03-15,8.7,2.99,-2.7,63,43.5,24,-6.4,-8.9,-11.5,41,23,5,64400,44250,24100,0,0,0
2021-03-14,18.7,7.9,-2.9,73,44,15,-4.3,-8.7,-13,26,15.5,5,64400,44250,24100,0,0,0
2021-03-13,15.4,5.9,-3.6,74,51,28,-3.2,-5.2,-7.3,33,17.5,2,64400,44250,24100,0,0,0
