date,max_temperature,avg_temperature,min_temperature,max_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_wind_speed,min_wind_speed,max_visibility,avg_visibility,min_visibility,precipitation,rain,snow
2021-11-10,6.4,2.7,-1,45,34.5,24,-9.2,-11.6,-14,33,18.5,4,64400,40250,16100,0,0,0
2021-11-09,6.8,0.44,-5.9,81,55,29,-5.1,-8.8,-12.6,35,19,3,64400,37850,11300,0,0,0
2021-11-08,6.2,1.8,-2.6,63,42,21,-7.9,-11.3,-14.8,22,13,4,64400,40250,16100,0,0,0
2021-11-07,6.4,0.55,-5.3,69,46,23,-5,-9.4,-13.8,42,21.5,1,64400,44250,24100,0,0,0
2021-11-06,8.2,2.49,-3.2,57,40.5,24,-5,-8.4,-11.8,39,20,1,64400,44250,24100,0,0,0
2021-11-05,13.5,6.55,-0.4,48,34.5,21,-1.2,-5.1,-9,31,18,5,64400,43450,22500,0,0,0
2021-11-04,17.2,7.85,-1.5,86,60.5,35,3.7,0.4,-2.9,32,17,2,64400,44250,24100,0,0,0
2021-11-03,15,5.8,-3.4,84,57,30,0.9,-2.5,-5.8,36,19,2,64400,44250,24100,0,0,0
2021-11-02,14.4,3.2,-8,78,54.5,31,-1.9,-6.3,-10.7,18,9.5,1,64400,44250,24100,0,0,0
2021-11-01,-0.7,-5.85,-11,86,69,52,-8.1,-10.7,-13.3,27,18,9,64400,44250,24100,0,0,0
2021-10-31,1.9,-3.84,-9.6,84,62.5,41,-8.8,-10.2,-11.5,17,9,1,64400,44250,24100,0,0,0
2021-10-30,1.8,-2.1,-6,76,58,40,-4,-7.3,-10.7,22,12,2,64400,44250,24100,0,0,0
2021-10-29,3.9,1.14,-1.6,94,79.5,65,0.2,-1.2,-2.6,24,13,2,24100,12650,1200,2.5,0.1,3.6
2021-10-28,10.3,4.4,-1.5,77,57,37,-0.7,-4.5,-8.3,25,13,1,64400,44250,24100,0,0,0
2021-10-27,11.8,6,0.2,64,42.5,21,-3.4,-6.8,-10.1,45,25,5,64400,40250,16100,0,0,0
2021-10-26,13.3,6.25,-0.8,64,44,24,-3.6,-5.3,-7.1,24,12.5,1,64400,40250,16100,0,0,0
2021-10-25,13.5,7.95,2.4,86,55.5,25,1.5,-2.7,-6.9,26,15.5,5,64400,40250,16100,0,0,0
2021-10-24,10.4,3.75,-2.9,97,71.5,46,1.3,-0.7,-2.7,27,15,3,64400,37850,11300,0,0,0
2021-10-23,9.8,5.65,1.5,97,82.5,68,6.9,4.1,1.3,32,19,6,40200,22500,4800,22.2,21.8,0.4
2021-10-22,13.6,7,0.4,76,60.5,45,3.2,0.1,-3,24,14.5,5,64400,41850,19300,0,0,0
2021-10-21,16.1,9.35,2.6,70,49,28,-0.2,-1.6,-3.1,31,17,3,64400,44250,24100,0,0,0
2021-10-20,9.4,3.85,-1.7,89,71.5,54,0,-1.6,-3.1,28,14.5,1,56300,40200,24100,0,0,0
2021-10-19,9.8,5.7,1.6,83,68,53,1,0,-1,33,24.5,16,64400,36250,8100,0,0,0
2021-10-18,5.6,3.34,1.1,89,79,69,1.1,0.2,-0.8,22,15.5,9,24100,16100,8100,0,0,0
2021-10-17,22.7,11.85,1,72,44,16,0.3,-2.6,-5.5,30,15.5,1,64400,44250,24100,0,0,0
2021-10-16,19.1,12.45,5.8,55,42,29,1,-1.2,-3.3,24,14,4,64400,44250,24100,0,0,0
2021-10-15,14.9,6.1,-2.7,62,45,28,-2.7,-6,-9.4,30,16.5,3,64400,44250,24100,0,0,0
2021-10-14,10.9,3,-4.9,90,57,24,-0.3,-5.3,-10.3,28,15,2,64400,44250,24100,0,0,0
2021-10-13,5.1,-0.6,-6.3,89,71.5,54,0.7,-5.7,-12.1,26,14.5,3,64400,35400,6400,0,0,0
2021-10-12,10.2,1.94,-6.3,86,53,20,-6.3,-9.3,-12.4,30,16.5,3,64400,44250,24100,0,0,0
2021-10-11,6,0.95,-4.1,77,60,43,-3,-5.3,-7.6,20,11,2,64400,37850,11300,0.2,0,0.2
2021-10-10,13.9,7.4,0.9,91,65,39,0.5,-1.7,-3.9,45,24.5,4,24100,14050,4000,1,1,0
2021-10-09,17.6,7.75,-2.1,56,38.5,21,-2,-7.5,-12.9,27,15,3,64400,44250,24100,0,0,0
2021-10-08,12.5,4.84,-2.8,59,37,15,-7,-10.4,-13.9,18,10.5,3,64400,44250,24100,0,0,0
2021-10-07,13,5.45,-2.1,88,55.5,23,0.4,-4.2,-8.7,20,12.5,5,64400,37050,9700,0,0,0
2021-10-06,13.2,7.69,2.2,78,59.5,41,1.2,-0.3,-1.8,26,14,2,24100,14450,4800,0,0,0
2021-10-05,23.7,13.25,2.8,79,45.5,12,3,-2.4,-7.8,30,15.5,1,32200,24150,16100,0,0,0
2021-10-04,14.4,6.65,-1.1,78,58,38,0.6,-1.6,-3.9,17,9,1,64400,40250,16100,0,0,0
2021-10-03,20.3,12.25,4.2,72,43.5,15,0.8,-3.1,-7,37,20.5,4,64400,44250,24100,0,0,0
2021-10-02,18.6,9.4,0.2,68,45.5,23,-0.1,-3.5,-6.9,34,18,2,64400,40250,16100,0,0,0
2021-10-01,16.4,11.64,6.9,51,39.5,28,1.9,-1.7,-5.3,23,14,5,64400,44250,24100,0,0,0
2021-09-30,22.6,13.65,4.7,63,45,27,4.2,0.8,-2.5,25,14.5,4,64400,44250,24100,0,0,0
2021-09-29,16.4,9.54,2.7,64,43.5,23,-2.3,-3.9,-5.4,24,13.5,3,64400,44250,24100,0,0,0
2021-09-28,17.5,12.15,6.8,69,46.5,24,2.6,-0.9,-4.5,29,16,3,64400,40250,16100,0,0,0
2021-09-27,23.9,15.35,6.8,72,45,18,5.3,1.6,-2,31,16.5,2,24100,17700,11300,0,0,0
2021-09-26,25.9,16.95,8,82,51,20,7.7,4,0.4,32,17,2,64400,44250,24100,0,0,0
2021-09-25,21.9,15.55,9.2,70,52.5,35,8.7,6.5,4.2,21,11.5,2,64400,44250,24100,0,0,0
2021-09-24,25.8,14.25,2.7,74,51.5,29,5.9,2.6,-0.6,25,15,5,64400,44250,24100,0,0,0
2021-09-23,15.2,9.6,4,71,52.5,34,0.5,-0.6,-1.6,23,12,1,64400,44250,24100,0,0,0
2021-09-22,18.4,14.14,9.9,63,48.5,34,6,2.6,-0.8,25,13.5,2,64400,44250,24100,0,0,0
2021-09-21,23,14.2,5.4,59,39.5,20,3.6,0.4,-2.7,34,18,2,64400,44250,24100,0,0,0
2021-09-20,17.8,9.5,1.2,81,51.5,22,1.2,-1.9,-5.1,28,15.5,3,64400,44250,24100,0,0,0
2021-09-19,17.5,10.45,3.4,68,44.5,21,1.6,-2.1,-5.8,28,16,4,48300,32200,16100,0,0,0
2021-09-18,23.1,17.25,11.4,58,41.5,25,6.2,3.2,0.2,37,19.5,2,64400,40250,16100,0,0,0
2021-09-17,20.4,10.55,0.7,77,49,21,5,-0.3,-5.6,20,10.5,1,64400,44250,24100,0,0,0
2021-09-16,15.2,8.9,2.6,55,37.5,20,-3.3,-5.8,-8.2,27,17,7,64400,44250,24100,0,0,0
2021-09-15,14.9,9.5,4.1,88,60,32,4.7,-0.8,-6.4,43,22.5,2,32200,19300,6400,2.5,2.5,0
2021-09-14,20.2,12.6,5,78,52,26,2.5,0.8,-1,19,11,3,64400,44250,24100,0,0,0
2021-09-13,17.5,12.1,6.7,90,65.5,41,8.3,5.7,3,17,9.5,2,32200,20150,8100,1.8,1.8,0
2021-09-12,16.1,12.65,9.2,98,78.5,59,11.2,9.1,7,25,14,3,32200,16300,400,2.3,2.3,0
2021-09-11,15.1,12.55,10,96,84,72,10.5,9.8,9,20,13,6,32200,18500,4800,9.4,9.4,0
2021-09-10,21,14.4,7.8,90,66.5,43,8.6,7.5,6.3,25,14,3,48300,30600,12900,0.2,0.2,0
2021-09-09,27.4,18.1,8.8,82,50.5,19,8.4,4.8,1.3,23,13,3,56300,33000,9700,0,0,0
2021-09-08,22.2,15.85,9.5,71,55.5,40,9.2,6,2.7,27,13.5,0,56300,35400,14500,0,0,0
2021-09-07,23.8,14.85,5.9,69,47,25,4.5,2.6,0.7,18,10,2,64400,44250,24100,0,0,0
2021-09-06,23.1,16.2,9.3,63,40,17,6.1,1.6,-2.9,26,15.5,5,64400,40250,16100,0,0,0
2021-09-05,25.6,19.95,14.3,47,33.5,20,6.7,2.5,-1.6,33,17.5,2,24100,16900,9700,0,0,0
2021-09-04,24.9,15,5.1,78,49,20,5.6,2.5,-0.5,21,11,1,64400,44250,24100,0,0,0
2021-09-03,21,13.2,5.4,87,57,27,6.1,3.7,1.3,15,8.5,2,64400,44250,24100,0,0,0
2021-09-02,16.4,11.55,6.7,74,60.5,47,5.5,3.8,2,32,16.5,1,64400,44250,24100,0,0,0
2021-09-01,15.5,10.9,6.3,86,63.5,41,5.9,3.8,1.6,46,23.5,1,64400,40250,16100,0,0,0
2021-08-31,19,13.05,7.1,87,66.5,46,9.1,7,4.8,34,19,4,32200,28150,24100,1,1,0
2021-08-30,24.2,16.55,8.9,68,50,32,8.9,6.2,3.4,30,15.5,1,32200,28150,24100,0,0,0
2021-08-29,24.5,16.39,8.3,71,50,29,7,5,3.1,21,11,1,64400,44250,24100,0,0,0
2021-08-28,21.9,14.39,6.9,87,60,33,8.3,6,3.8,19,11,3,64400,44250,24100,0,0,0
2021-08-27,20.2,15.45,10.7,83,64,45,8.6,6.7,4.8,35,20,5,48300,29800,11300,2,2,0
2021-08-26,22.9,14.7,6.5,84,55,26,7.9,4.5,1.2,32,16.5,1,56300,33000,9700,1.6,1.6,0
2021-08-25,21,12.75,4.5,89,60.5,32,5.9,4.4,2.9,26,16,6,64400,44250,24100,0,0,0
2021-08-24,16.9,11.64,6.4,85,62.5,40,5.6,4.3,3,38,20.5,3,64400,37850,11300,0,0,0
2021-08-23,13.3,10,6.7,92,77,62,8.4,5.7,3,43,24.5,6,32200,20150,8100,6.6,6.6,0
2021-08-22,20.4,14.45,8.5,93,71.5,50,11.4,9.6,7.7,42,22.5,3,24100,15250,6400,16.8,16.8,0
2021-08-21,19,12.95,6.9,88,67,46,10.3,8.2,6.1,32,16.5,1,40200,28150,16100,0.6,,
2021-08-20,19,14.5,10,84,64.5,45,9.2,7.1,5,21,11.5,2,40200,31350,22500,0.8,0.8,0
2021-08-19,14.6,11.45,8.3,92,80,68,11.3,8.9,6.5,26,14,2,40200,26550,12900,1.4,1.4,0
2021-08-18,19.9,12.85,5.8,92,63.5,35,7.6,5.8,3.9,29,15,1,64400,40250,16100,0,0,0
2021-08-17,11.7,10.3,8.9,96,86.5,77,9.7,8,6.2,23,13.5,4,16100,10050,4000,30.7,30.7,0
2021-08-16,20.6,15.65,10.7,95,71,47,12.1,9.9,7.7,27,14,1,9700,6050,2400,14.1,14.1,0
2021-08-15,31.3,23.4,15.5,65,40,15,10.5,5.3,0.2,26,16,6,8100,5650,3200,0,0,0
2021-08-14,34.2,23.35,12.5,67,39.5,12,7.7,4,0.4,25,14.5,4,24100,13650,3200,0,0,0
2021-08-13,32.2,21.75,11.3,65,40.5,16,7.4,5.1,2.8,21,11,1,48300,36200,24100,0,0,0
2021-08-12,26,19.89,13.8,57,41,25,6.1,5.1,4.1,20,10.5,1,64400,44250,24100,0,0,0
2021-08-11,22.8,18.25,13.7,67,51,35,9.8,7.3,4.8,34,19.5,5,64400,44250,24100,0,0,0
2021-08-10,22.7,17.8,12.9,75,55.5,36,9.5,8.1,6.7,43,23,3,32200,21750,11300,0,0,0
2021-08-09,27.4,18.2,9,86,55,24,9.6,7.2,4.7,31,16,1,64400,40250,16100,0,0,0
2021-08-08,17,14.8,12.6,78,66.5,55,9.7,7.6,5.5,27,15,3,32200,21750,11300,0.4,0.4,0
2021-08-07,26.1,20,13.9,75,49.5,24,10.9,6,1.2,34,20.5,7,32200,21750,11300,0,0,0
2021-08-06,29.9,22.75,15.6,70,50,30,12.2,9.3,6.4,33,18,3,24100,15250,6400,0,0,0
2021-08-05,31.2,22.05,12.9,74,46,18,10.4,7.2,4.1,21,14,7,16100,14500,12900,0,0,0
2021-08-04,28.2,20.95,13.7,83,53,23,12.9,8.8,4.8,47,24,1,14500,10450,6400,0,0,0
2021-08-03,31.9,24.95,18,88,56,24,16.4,11.8,7.3,22,13,4,16100,10450,4800,0.6,0.6,0
2021-08-02,26.1,22.45,18.8,82,64,46,17.3,14.3,11.3,21,14,7,9700,8050,6400,0,0,0
2021-08-01,33.4,23.85,14.3,75,47,19,12.1,9.6,7,30,15.5,1,16100,12100,8100,0,0,0
2021-07-31,31.1,22.5,13.9,70,49.5,29,12,9.8,7.7,20,11,2,16100,14500,12900,0,0,0
2021-07-30,30.6,22.2,13.8,86,57,28,13.8,11.6,9.3,26,14.5,3,14500,11300,8100,0,0,0
2021-07-29,28.4,21.79,15.2,79,56.5,34,14.7,12.8,11,26,14,2,12900,9650,6400,0,0,0
2021-07-28,27.2,19.7,12.2,81,59.5,38,12.1,10.7,9.3,21,11,1,24100,18500,12900,0,0,0
2021-07-27,24.6,18.35,12.1,80,62,44,11.9,10.4,9,31,16,1,16100,12100,8100,0,0,0
2021-07-26,25.7,18.64,11.6,82,61,40,12,10.7,9.4,40,22.5,5,16100,12100,8100,0,0,0
2021-07-25,26.6,18.45,10.3,77,53.5,30,9.7,8.3,6.9,30,15.5,1,9700,8050,6400,0,0,0
2021-07-24,28.3,18.8,9.3,59,40.5,22,8.2,4.7,1.2,19,10.5,2,12900,9650,6400,0,0,0
2021-07-23,27.1,18.2,9.3,71,42,13,5.9,0.4,-5.2,32,16.5,1,22500,14450,6400,0,0,0
2021-07-22,25.5,17.85,10.2,88,50.5,13,10.8,2.4,-6,31,16,1,19300,13700,8100,0,0,0
2021-07-21,27.6,21.6,15.6,92,59,26,14.9,9.9,5,36,19.5,3,19300,12850,6400,0,0,0
2021-07-20,22.8,19.14,15.5,98,83,68,16.4,15.7,14.9,20,12,4,9700,5250,800,0.7,0.7,0
2021-07-19,24.7,18.39,12.1,97,77.5,58,16.6,14.2,11.7,25,13,1,9700,5150,600,0,0,0
2021-07-18,20.6,16.85,13.1,94,80.5,67,14.3,13,11.7,22,16.5,11,6400,3700,1000,0,0,0
2021-07-17,23.7,17.8,11.9,86,68.5,51,12.9,11.1,9.2,26,17.5,9,24100,16100,8100,0,0,0
2021-07-16,26.2,21.45,16.7,75,57.5,40,13,11.3,9.7,25,16,7,12900,9650,6400,0,0,0
2021-07-15,28.7,21.4,14.1,75,54.5,34,14.4,11.8,9.3,24,12.5,1,9700,8900,8100,0,0,0
2021-07-14,30.1,22.3,14.5,81,50.5,20,15.4,10.2,4.9,21,12,3,16100,12100,8100,0,0,0
2021-07-13,27.1,19.89,12.7,83,59.5,36,13.1,11.2,9.4,23,12.5,2,24100,16100,8100,0,0,0
2021-07-12,25.4,18.2,11,85,63,41,12.4,10.8,9.2,21,11,1,32200,20950,9700,0,0,0
2021-07-11,23,18.35,13.7,84,64,44,12.8,10.8,8.9,22,12.5,3,48300,27350,6400,5.1,5.1,0
2021-07-10,31.4,22.79,14.2,78,47.5,17,14.5,9,3.5,23,13.5,4,64400,44250,24100,0,0,0
2021-07-09,27.7,20.2,12.7,85,60,35,14,11.3,8.6,18,10,2,40200,32150,24100,0,0,0
2021-07-08,26.4,19.95,13.5,94,64.5,35,14.6,11.9,9.2,17,10,3,40200,24150,8100,11,11,0
2021-07-07,25.5,18.75,12,92,71,50,16,13.3,10.6,32,16.5,1,32200,18500,4800,6.8,6.8,0
2021-07-06,23.7,18.8,13.9,91,70.5,50,15.2,13.3,11.4,16,8.5,1,32200,20150,8100,0,0,0
2021-07-05,18.1,15.5,12.9,92,78.5,65,12.1,10.9,9.8,16,9.5,3,24100,15250,6400,1.2,1.2,0
2021-07-04,19.6,16.2,12.8,92,82,72,15.1,12.8,10.4,23,13.5,4,24100,15250,6400,12.5,12.5,0
2021-07-03,26.1,20.6,15.1,79,59.5,40,14.2,12.7,11.2,23,13,3,32200,21750,11300,0,0,0
2021-07-02,30.1,22.7,15.3,88,61,34,19.1,14.3,9.5,28,15,2,40200,21700,3200,24.6,24.6,0
2021-07-01,36.3,27.04,17.8,52,34,16,10.4,8.2,6.1,30,20,10,56300,40200,24100,0,0,0
2021-06-30,35.9,27.04,18.2,60,36.5,13,12.1,7.2,2.2,35,20.5,6,64400,44250,24100,0,0,0
2021-06-29,36.3,27.29,18.3,76,47,18,15,11.3,7.7,32,16.5,1,48300,32200,16100,0,0,0
2021-06-28,34.6,25.45,16.3,72,49.5,27,14.8,12.8,10.9,22,14.5,7,40200,32150,24100,0,0,0
2021-06-27,30,23,16,80,57,34,14.8,13.3,11.8,21,10.5,0,64400,44250,24100,0,,
2021-06-26,30.2,22.25,14.3,71,49,27,14.7,11.7,8.6,25,13.5,2,64400,44250,24100,0,0,0
2021-06-25,27.2,20.14,13.1,77,55.5,34,11.6,9.9,8.3,34,18.5,3,64400,44250,24100,0,0,0
2021-06-24,19.9,15.55,11.2,94,72,50,12,10.2,8.3,18,11,4,40200,23300,6400,14.4,14.4,0
2021-06-23,24.5,18.89,13.3,79,56,33,10.7,7.5,4.2,26,18.5,11,48300,36200,24100,0,0,0
2021-06-22,31.2,21.6,12,56,35.5,15,6.5,4.2,1.8,29,16,3,64400,44250,24100,0,0,0
2021-06-21,27.8,18.14,8.5,75,45.5,16,6.5,2.8,-1,21,12.5,4,64400,44250,24100,0,0,0
2021-06-20,22.3,16.25,10.2,83,58,33,8,5.5,3.1,28,16.5,5,64400,44250,24100,0,0,0
2021-06-19,16.9,13.75,10.6,88,66,44,10.4,7.3,4.3,21,12.5,4,32200,20150,8100,2.1,2.1,0
2021-06-18,24.7,15.7,6.7,74,48,22,5,2.4,-0.2,31,16.5,2,64400,44250,24100,0,0,0
2021-06-17,24,15.8,7.6,64,40.5,17,4.8,0.3,-4.2,34,19.5,5,64400,44250,24100,0,0,0
2021-06-16,20.9,16.04,11.2,69,43.5,18,7.7,1.6,-4.4,42,24.5,7,64400,36250,8100,0.2,0.2,0
2021-06-15,26.8,20.45,14.1,83,58.5,34,14.9,8.9,3,43,22,1,48300,29800,11300,0,0,0
2021-06-14,33,23.25,13.5,73,49.5,26,15.3,11.3,7.4,24,12.5,1,64400,40250,16100,0,0,0
2021-06-13,29.4,16.84,4.3,70,45.5,21,9.1,4.5,0,35,17.5,0,64400,44250,24100,0,0,0
2021-06-12,21.3,13.45,5.6,69,43,17,2.2,-1.6,-5.5,26,14.5,3,64400,44250,24100,0,0,0
2021-06-11,19.6,11.85,4.1,86,53.5,21,5,0.3,-4.4,26,13.5,1,64400,44250,24100,0,0,0
2021-06-10,13,10.4,7.8,95,75,55,9.2,6.2,3.3,27,15.5,4,40200,24150,8100,1.5,1.5,0
2021-06-09,15,10.35,5.7,94,80,66,9.8,7.3,4.8,22,13.5,5,32200,20150,8100,2.2,2.2,0
2021-06-08,15.1,9.4,3.7,86,67,48,6.2,3.7,1.2,27,15,3,64400,37850,11300,0,0,0
2021-06-07,13,8.85,4.7,87,64.5,42,4.2,1.6,-0.9,48,26,4,64400,37850,11300,0.7,0.7,0
2021-06-06,15.8,10.65,5.5,86,64.5,43,5.5,3.4,1.3,32,17.5,3,64400,36250,8100,3.2,3.2,0
2021-06-05,16.4,12.64,8.9,86,72.5,59,8.6,6.6,4.6,48,26.5,5,48300,31400,14500,5.6,5.6,0
2021-06-04,28.4,21,13.6,83,49,15,11,3.7,-3.6,34,18.5,3,64400,41050,17700,0.4,0.4,0
2021-06-03,32,21.55,11.1,61,37,13,9.9,5,0.1,28,14.5,1,64400,44250,24100,0,0,0
2021-06-02,30.8,21.05,11.3,67,41.5,16,8,5,1.9,19,10,1,64400,44250,24100,0,0,0
2021-06-01,27.1,19.5,11.9,65,45,25,6.7,4.8,2.9,22,12.5,3,64400,44250,24100,0,0,0
2021-05-31,24.6,17.14,9.7,47,36,25,4.4,1.4,-1.7,25,13.5,2,64400,44250,24100,0,0,0
2021-05-30,22.4,14.1,5.8,53,37.5,22,1.5,-0.8,-3.2,24,12.5,1,64400,44250,24100,0,0,0
2021-05-29,19.3,12.15,5,64,41.5,19,0.7,-2.5,-5.6,24,13.5,3,64400,44250,24100,0,0,0
2021-05-28,17.7,12,6.3,66,43,20,2.1,-1.9,-6,38,21.5,5,64400,43450,22500,3.7,3.2,0.5
2021-05-27,22.8,13.75,4.7,90,53,16,6.2,0.2,-5.8,43,25,7,64400,44250,24100,0,0,0
2021-05-26,19.4,12.05,4.7,98,70,42,8.7,6,3.4,34,24.5,15,40200,20200,200,0,0,0
2021-05-25,11.6,9.15,6.7,90,79,68,6.7,5.2,3.7,23,13,3,64400,36250,8100,1.6,1.6,0
2021-05-24,10.4,6.15,1.9,97,88.5,80,7.5,4.6,1.7,40,20.5,1,16100,9050,2000,7.6,7.6,0
2021-05-23,10.6,6.2,1.8,95,79,63,5,2.8,0.5,32,17.5,3,64400,34600,4800,9.1,9.1,0
2021-05-22,13.8,6.65,-0.5,78,55,32,0.9,-2.5,-5.8,31,16,1,64400,44250,24100,0,0,0
2021-05-21,11.3,5.7,0.1,75,53,31,-3.4,-5,-6.5,13,7.5,2,40200,32150,24100,0,0,0
2021-05-20,2.8,0.49,-1.8,94,76,58,-1.9,-3.7,-5.5,18,13.5,9,24100,13050,2000,1.4,0.2,1.2
2021-05-19,7.5,4.15,0.8,82,55.5,29,2,-4.3,-10.7,35,23.5,12,40200,25750,11300,0.7,0.7,0
2021-05-18,16.8,11.7,6.6,87,51.5,16,7.4,-3,-13.3,53,29,5,64400,36250,8100,0,0,0
2021-05-17,27.2,18.75,10.3,74,43.5,13,8.3,2.2,-3.8,41,22,3,64400,37850,11300,0,0,0
2021-05-16,25.1,17.6,10.1,52,36,20,3.6,0.9,-1.8,31,16,1,64400,40250,16100,0,0,0
2021-05-15,22.3,13,3.7,75,45.5,16,3.5,-0.6,-4.8,23,12.5,2,64400,44250,24100,0,0,0
2021-05-14,19.4,10.89,2.4,86,55,24,3.2,0.4,-2.3,15,8,1,64400,44250,24100,0,0,0
2021-05-13,16.8,11.65,6.5,65,50,35,3.4,1.1,-1.3,30,17,4,64400,43450,22500,0.3,0.3,0
2021-05-12,17.8,9,0.2,85,55,25,0.4,-1.7,-3.8,21,12,3,64400,44250,24100,0,0,0
2021-05-11,13.6,8.25,2.9,85,57.5,30,2.1,0.1,-1.9,35,17.5,0,64400,37850,11300,0,,
2021-05-10,13.6,5.3,-3,97,66,35,1.2,-1,-3.2,19,11,3,64400,34200,4000,0,0,0
2021-05-09,2.9,1.65,0.4,96,90.5,85,1,0.4,-0.1,29,15,1,16100,8850,1600,6.6,1,5.8
2021-05-08,5.8,3.15,0.5,96,86.5,77,2.2,1.1,0,46,31.5,17,24100,14050,4000,1.5,1.2,0.3
2021-05-07,16.5,11.15,5.8,75,52.5,30,5.6,1.6,-2.5,48,25.5,3,64400,44250,24100,0,0,0
2021-05-06,19.7,11.2,2.7,67,46,25,-0.1,-1.9,-3.7,45,25,5,64400,44250,24100,0,0,0
2021-05-05,14.3,8,1.7,85,55.5,26,0.7,-2.4,-5.5,17,11,5,64400,40250,16100,0,0,0
2021-05-04,12.5,7.45,2.4,90,69,48,3.4,1.6,-0.3,27,15.5,4,64400,36250,8100,1.9,1.9,0
2021-05-03,13.3,5.9,-1.5,91,60.5,30,2.2,-1.4,-4.9,30,15.5,1,64400,37850,11300,0.2,0.2,0
2021-05-02,10.8,5.9,1,91,68,45,2.2,0,-2.3,39,22,5,64400,36250,8100,0.2,0.2,0
2021-05-01,12.9,6.95,1,81,58,35,1.5,-1.9,-5.3,47,25.5,4,64400,37850,11300,0.2,0.2,0
2021-04-30,21.7,14.45,7.2,58,39,20,1.9,-1.5,-4.9,43,24,5,64400,44250,24100,0,0,0
2021-04-29,20.4,11.05,1.7,70,48.5,27,1.9,-0.4,-2.8,33,18,3,64400,44250,24100,0,0,0
2021-04-28,18.1,8.3,-1.5,64,42.5,21,-2.7,-5.1,-7.5,44,24.5,5,64400,44250,24100,0,0,0
2021-04-27,14.8,8.3,1.8,52,34.5,17,-3.8,-7.5,-11.2,31,21,11,72400,44250,16100,0,0,0
2021-04-26,14.5,5.6,-3.3,96,57,18,-0.6,-5.7,-10.8,26,15.5,5,64400,32800,1200,0,0,0
2021-04-25,3.8,1.45,-0.9,94,80.5,67,0.5,-0.8,-2.2,13,7.5,2,24100,12850,1600,1.4,0,1.4
2021-04-24,3.8,0.29,-3.2,90,69.5,49,-3.2,-4.8,-6.5,23,12,1,32200,18500,4800,0,0,0
2021-04-23,2.8,-1.05,-4.9,84,65,46,-5.7,-7.9,-10.1,14,9.5,5,32200,18100,4000,0.2,0,0.2
2021-04-22,8.8,2,-4.8,92,74,56,1.3,-4.6,-10.5,46,27.5,9,32200,17300,2400,1.1,0,1.1
2021-04-21,19.2,9,-1.2,61,37,13,-0.2,-5.6,-11,42,22.5,3,64400,44250,24100,0,0,0
2021-04-20,11.2,3.2,-4.8,77,51,25,-4.8,-6.9,-9,22,11.5,1,64400,44250,24100,0,0,0
2021-04-19,5.1,1.35,-2.4,77,58.5,40,-4.5,-6,-7.6,30,16.5,3,64400,37850,11300,0,0,0
2021-04-18,11.2,4.09,-3,95,67.5,40,-0.3,-3.5,-6.8,35,21,7,24100,12250,400,7.6,0.6,7.2
2021-04-17,20.4,10,-0.4,46,28,10,-4.2,-8.3,-12.5,29,15,1,64400,44250,24100,0,0,0
2021-04-16,18.1,7.65,-2.8,57,34,11,-6.4,-10.3,-14.2,10,5.5,1,64400,42650,20900,0,0,0
2021-04-15,14.9,5.8,-3.3,63,40,17,-6.7,-8.9,-11.1,22,11.5,1,64400,44250,24100,0,0,0
2021-04-14,12.8,4.2,-4.4,56,36.5,17,-6.5,-9.9,-13.3,21,12.5,4,64400,44250,24100,0,0,0
2021-04-13,7.5,-1.04,-9.6,77,49,21,-7.9,-10.8,-13.8,20,10.5,1,64400,44250,24100,0,0,0
2021-04-12,4.6,-0.2,-5,84,59,34,-6,-8.7,-11.3,31,17.5,4,24100,17700,11300,0,0,0
2021-04-11,5.7,0.39,-4.9,64,45,26,-7,-10.3,-13.7,28,17.5,7,64400,36250,8100,0,0,0
2021-04-10,8,1.6,-4.8,69,43,17,-6.1,-11.2,-16.3,46,25,4,64400,44250,24100,0,0,0
2021-04-09,11.5,3.25,-5,74,47,20,-6,-9.1,-12.2,43,23.5,4,64400,44250,24100,0,0,0
2021-04-08,6.3,1.75,-2.8,90,60.5,31,0.2,-5.7,-11.6,45,23.5,2,48300,28200,8100,0.2,0.2,0
2021-04-07,17,8.1,-0.8,55,36.5,18,-4.4,-6.8,-9.3,32,18,4,64400,44250,24100,0,0,0
2021-04-06,15.4,7.5,-0.4,48,31,14,-7.4,-9.9,-12.5,23,13.5,4,64400,40250,16100,0,0,0
2021-04-05,13.2,3.95,-5.3,85,53.5,22,-4.3,-7,-9.6,18,11,4,64400,44250,24100,0,0,0
2021-04-04,6.6,1.9,-2.8,93,70,47,0.7,-3.5,-7.7,37,19,1,64400,34600,4800,0.2,0.2,0
2021-04-03,15,6.8,-1.4,60,40.5,21,-5.8,-6.9,-8,25,13.5,2,64400,40250,16100,0,0,0
2021-04-02,11.9,4.8,-2.3,80,52,24,-3.4,-6.8,-10.2,31,17.5,4,64400,44250,24100,0,0,0
2021-04-01,16.7,7.94,-0.8,56,32,8,-5.2,-11.5,-17.8,50,26.5,3,56300,40200,24100,0,0,0
2021-03-31,12.1,3.95,-4.2,58,39.5,21,-9.1,-10.6,-12.1,40,22.5,5,64400,40250,16100,0,0,0
2021-03-30,4.5,-2.65,-9.8,66,45,24,-12.2,-14.6,-16.9,28,17.5,7,64400,37850,11300,0,0,0
